time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.65238881903e-05,2.14702136082e-05,10.0082994056,0.00409274459128,0.0123565974554,0.0,-0.00342008203234,0.00127020304571,0.276613527467,-0.02339387849,0.0373257185031,0.0,488.2692640425438,491.0454716243462,490.70759293942416,488.96830754354124
0.12000000000000001,-0.000530521190229,0.000175373495956,10.0264786423,0.00360790297327,0.0206134327464,0.0,-0.0131908988876,0.00382493470658,0.329334612148,-0.0351625983872,0.00922734933947,0.0,422.6162775897824,420.18812983750286,422.6053607585452,421.5896620998907
0.18,-0.00182822149807,0.000484529870988,10.0529141566,0.00189577195057,0.0215052545495,0.0,-0.0301805038088,0.00626732898888,0.551765940677,-0.0293516690529,0.00154496986545,0.0,474.2365666599934,473.64609582677207,474.5487583775749,474.9941685663336
0.23999999999999996,-0.00413456850888,0.000913808702294,10.0913503262,0.00451279550864,0.0218180994389,0.0,-0.0467266245286,0.00831410236689,0.729341167908,-0.00759929915992,0.0056230426913,0.0,460.77304527573347,461.0952220604237,460.7159110914908,462.43228391327244
0.3,-0.00743951723173,0.00152972750215,10.1402689415,0.00750726132531,0.0225022801403,0.0,-0.0635216634704,0.012577514077,0.901155045101,-0.0291829233636,-0.00213858361034,0.0,459.5058918559161,458.89021458798413,461.1498900363716,459.44212494666033
0.36000000000000004,-0.0116601489436,0.00241287426726,10.1943302469,0.00615007137455,0.0265117016169,0.0,-0.07749729856,0.0167494842364,0.900881174477,-0.0373612358462,0.0189766517725,0.0,404.27846002434273,406.1762711153123,404.62576532968717,403.88843743028303
0.4200000000000001,-0.0168956883454,0.00354332856077,10.2512442737,0.00570836618033,0.0368612996241,0.0,-0.0981018822374,0.020903096572,0.996140925472,-0.0533072062414,-0.0154913339458,0.0,437.31912453482306,434.43894263788656,437.4579262087508,436.12720693888383
0.48000000000000015,-0.0237685158697,0.00494320123404,10.318893773,0.00537054074628,0.0468671408595,0.0,-0.132199738584,0.0257401063547,1.25853997383,-0.0730740193034,0.0195534015455,0.0,484.99345137726715,487.6181815633557,488.26056861151886,486.7815917484187
0.5400000000000001,-0.0327805965809,0.00659598930518,10.3996269824,0.00212028046122,0.0485767934573,0.0,-0.168379406657,0.028972905946,1.43235574881,-0.0625465801271,0.0264659053409,0.0,462.29451276820123,462.83880646301316,460.1390348161038,460.96809702807235
0.6000000000000002,-0.043845531876,0.00836841206692,10.4875484544,6.28299394716,0.0503983998108,0.0,-0.200631679595,0.0298975837624,1.49826449774,-0.0769522700585,0.0198363947285,0.0,427.4326880619994,426.8674906053885,430.0161695125326,428.79063734404707
0.6600000000000003,-0.0572319428476,0.0101623014999,10.5859009203,0.00126639916662,0.0571045723949,0.0,-0.246394842754,0.0300536198288,1.77970703972,-0.0511262405136,0.0443920303926,0.0,492.75459812317496,494.5665313322111,492.59304081833756,494.49592804523
0.7200000000000003,-0.0729598756863,0.0119766918684,10.6910660988,6.28139160357,0.0663730824582,0.0,-0.278588491989,0.0301833214458,1.72583451299,-0.0507977105629,0.0713704194583,0.0,387.8546125975962,390.38240454034946,388.27887665640793,388.3076219943327
0.7800000000000004,-0.0911353867606,0.0137475330555,10.7983511645,6.28122991954,0.0752863244723,0.0,-0.328217201448,0.0288098147188,1.85006534912,-0.0333490427108,0.0465657466891,0.0,448.69255949564933,446.6773314154427,447.6150112608359,449.0314609486401
0.8400000000000004,-0.112765440393,0.015419834745,10.9171466679,6.27998807157,0.0784956815041,0.0,-0.393166626293,0.0267681750991,2.10929975014,-0.0249298424109,0.0382038086027,0.0,489.9454133000506,489.3242539325233,487.5634521005497,488.19179329774784
0.9000000000000005,-0.138253930781,0.0169580835865,11.0490056048,6.2810097836,0.100410868625,0.0,-0.458849199032,0.024645337488,2.28543265211,-0.0435524061009,0.085544158778,0.0,464.0503407170686,467.75344137376914,465.948050807986,464.4896578277767
0.9600000000000005,-0.167597463724,0.0183983436661,11.1859236877,6.2805860426,0.116987582112,0.0,-0.520667923719,0.0233423036689,2.27834783873,-0.0610059668282,0.121420866156,0.0,406.25754132905837,409.47084702961325,409.09598165535596,407.5371669913359
1.0200000000000005,-0.201182423211,0.0197354419595,11.3243175012,6.27692440589,0.136271527019,0.0,-0.600623441678,0.0208793238124,2.3344098212,-0.0610716813094,0.158184232908,0.0,427.4529785436973,430.59161926659294,430.30083628845745,430.2924832807805
1.0800000000000005,-0.240597705712,0.0208196427231,11.4710111582,6.27326851027,0.145835663346,0.0,-0.714306073403,0.0148271076839,2.55470423407,-0.0607069545433,0.153787514634,0.0,481.09989796399964,480.78811868918297,481.291858940651,481.31712607652275
1.1400000000000006,-0.28649083634,0.0214967880635,11.6267347052,6.26980477497,0.165651000833,0.0,-0.817436357561,0.00740334313932,2.63553101879,-0.0571237213507,0.116921309416,0.0,440.8023686848417,437.76434546712886,440.59178967249807,440.88541361233524
1.2000000000000006,-0.338954331657,0.0216630724321,11.7874433827,6.26769251134,0.172816685416,0.0,-0.932037185382,-0.0020522312684,2.7210429541,-0.0709439138606,0.11130575778,0.0,442.2291470867978,441.778257539306,443.7070431700023,442.5682415656022
1.2600000000000007,-0.398645720722,0.0212115086494,11.9541833895,6.26780806866,0.189742415082,0.0,-1.05942448242,-0.0129995180237,2.83626971295,-0.0492073384677,0.0750177045696,0.0,454.6736484116267,451.7654268298491,451.7864532557763,453.5327371097153
